,addrbunho,address,cafe,cafe_id,image_url,franchise
1970,1073,제주특별자치도 제주시 한림읍 한림리,소라카페앤음식,1462122525,,0.0
1971,1019-8,제주특별자치도 제주시 이도2동,3M썬팅 이도점,8993919,,0.0
1972,292-4,제주특별자치도 제주시 이호일동,카페그라나다,1440596180,http://t1.daumcdn.net/place/1E2B9C83DA3C43E38776913A22D7B7AF,0.0
1973,637-5,제주특별자치도 제주시 외도일동,별별슬라임,712251450,,0.0
1974,505,제주특별자치도 제주시 구좌읍 월정리,오늘도화창,1138154447,http://t1.daumcdn.net/place/DD675CBA78CC4FB5835D0B648E2A48B4,0.0
1975,1088-3,제주특별자치도 제주시 오라일동,우노박스도스커피,1030031481,,0.0
1976,1346,제주특별자치도 서귀포시 서홍동,고미커피,1161534637,,0.0
1977,1241-12,제주특별자치도 제주시 삼도2동,민다방,24907645,,0.0
1978,378-19,제주특별자치도 제주시 일도2동,커피크레마,21489585,,0.0
1979,437-1,제주특별자치도 서귀포시 동홍동,카페띠아모 서귀포동홍점,17624225,,1.0
1981,2489,제주특별자치도 제주시 애월읍 애월리,투썸플레이스 제주애월한담점,939740355,http://t1.daumcdn.net/place/55CAB9EBC9C7484793C827F4900D0E66,1.0
1982,2822-12,제주특별자치도 서귀포시 색달동,바다2822,299559976,http://t1.daumcdn.net/place/A7AEBA916D1F4F249A5F0F2FAB89CBC4,0.0
1983,262-19,제주특별자치도 제주시 연동,심지유향,20888041,,0.0
1984,1175,제주특별자치도 제주시 오등동,왓섬,1076949402,http://t1.daumcdn.net/place/423A71D4683A4A929A724F7BE2CE4F80,0.0
1985,80-21,제주특별자치도 서귀포시 대정읍 신평리,레스포라,564151325,,0.0
1986,2596-1,제주특별자치도 서귀포시 표선면 표선리,보타니카170,14079983,http://t1.daumcdn.net/place/3AB2A4C7EAAF40B08FD210AFDA4509D5,0.0
1987,1030-9,제주특별자치도 제주시 이도2동,힐링브이알카페꿀곰허니베어,1067554686,,0.0
1988,2421-18,제주특별자치도 서귀포시 안덕면 덕수리,커피에반하다 제주덕수점,1682263918,http://t1.daumcdn.net/place/49917BA007794AED8F4140CEAC9C3F07,1.0
1990,71,제주특별자치도 제주시 일도이동,카페512,115642062,,0.0
1991,1395-9,제주특별자치도 제주시 한림읍 한림리,동미다방,8328801,,0.0
1992,1192-14,제주특별자치도 제주시 삼도2동,커피앤티,17359058,,0.0
1993,1779,제주특별자치도 제주시 삼양일동,미쿠니,864251848,http://t1.daumcdn.net/place/AAD89FE912BC48309D5352799017FF2A,0.0
1994,201-1,제주특별자치도 제주시 애월읍 장전리,하루하나,17125904,http://t1.daumcdn.net/place/3A4E0806DFFB41E29BE821771F70FC0B,0.0
1995,1303-1,제주특별자치도 서귀포시 하효동,아일랜드라디오,97770278,,0.0
1996,1485-11,제주특별자치도 제주시 연동,머큐리,12814193,,0.0
1997,1498-2,제주특별자치도 제주시 연동,브와두스 베이커리카페 연동점,25771881,http://t1.daumcdn.net/place/319070D6B9484D5A84C2EEE051EDBA7F,0.0
1998,1414,제주특별자치도 제주시 이도일동,신중앙로,835064434,,0.0
1999,803-23,제주특별자치도 제주시 삼도2동,산다방,8395411,,0.0
2000,1541,제주특별자치도 서귀포시 법환동,아뜰리에안,1250970494,http://t1.daumcdn.net/place/0B94A67669E04B99940118A4AB1B1F96,0.0
2001,2661-6,제주특별자치도 제주시 영평동,삐아프의정원,587349793,,0.0
2002,1065-2,제주특별자치도 제주시 이도이동,에이바우트커피 법원점,1037263059,http://t1.daumcdn.net/localfiy/C44888C880FE42069219DE491C3D2BCE,0.0
2003,658-2,제주특별자치도 서귀포시 표선면 표선리,원다방,9357014,http://t1.daumcdn.net/place/AEB85165998E4BF89404DDAA356596F8,0.0
2004,1386-1,제주특별자치도 제주시 이도1동,꼬엥,10205092,http://t1.daumcdn.net/cfile/0179704651C00C4F2A,0.0
2005,701-10,제주특별자치도 제주시 노형동,카페수눌,893911050,http://t1.daumcdn.net/place/2A54A453D6B3415F9ECB64FBF402391D,0.0
2006,1200-12,제주특별자치도 제주시 한림읍 한림리,요미요미키즈카페,481094890,,0.0
2007,2988,제주특별자치도 제주시 조천읍 와흘리,갤러리카페,2087432287,,0.0
2008,1045-15,제주특별자치도 제주시 건입동,현카페,10910217,,0.0
2009,274-16,제주특별자치도 제주시 연동,신라스테이 제주 카페,1175807026,http://t1.daumcdn.net/place/8E6008D90CF54954993E0CFCBA05E544,0.0
2010,3794-4,제주특별자치도 제주시 한경면 고산리,린앤솔게스트하우스&카페,25082204,http://t1.daumcdn.net/cfile/2572AE3954F52EC907,0.0
2011,548-5,제주특별자치도 제주시 외도일동,바빈스커피 제주외도점,26473614,,0.0
2012,1421-1,제주특별자치도 제주시 구좌읍 세화리,향다방,21248158,,0.0
2013,111,제주특별자치도 서귀포시 신효동,카페신효,542658811,,0.0
2014,674-10,제주특별자치도 제주시 건입동,JFLORA KUKKA,1495963284,,0.0
2015,852-2,제주특별자치도 제주시 조천읍 와산리,써니하우스,96441956,,0.0
2016,2347-1,제주특별자치도 제주시 아라일동,루드비히커피하우스,14513948,http://t1.daumcdn.net/place/861BD71872484196A08C88BFECFD2FA5,0.0
2017,1925-2,제주특별자치도 제주시 삼양일동,노을인,541563988,http://t1.daumcdn.net/localfiy/85AE7001C33E4332979B659B24668B47,0.0
2018,284-19,제주특별자치도 제주시 연동,써니,9185583,,0.0
2019,3405-3,제주특별자치도 서귀포시 남원읍 위미리,수수향,944644946,http://t1.daumcdn.net/localfiy/CC0E7D1BE4E541ABAC33A728565CFCA7,0.0
2020,3316-2,제주특별자치도 제주시 오라이동,도린곁,16981645,http://t1.daumcdn.net/place/B2EF1600B1E84B39961B8FC0390DAE1B,0.0
2021,1090-16,제주특별자치도 서귀포시 성산읍 고성리,데일리카페,1912888539,http://t1.daumcdn.net/place/F6BF49DE07E8449EBBA127B8E1CA62B3,0.0
2022,1953-6,제주특별자치도 제주시 이도이동,리크커피,34397234,http://t1.daumcdn.net/place/192E9AED16EC48F38BAE6D55D002BA25,0.0
2023,2002,제주특별자치도 제주시 용담2동,엔제리너스 제주공항2호점,1360737185,http://t1.daumcdn.net/place/A3E1612768624A0EA38B5B0D1F99C707,1.0
2024,2396-2,제주특별자치도 제주시 우도면 연평리,엉클망고,26852530,http://t1.daumcdn.net/place/D59948B556F1472B9625232A03C70E45,0.0
2025,678,제주특별자치도 서귀포시 서홍동,라이브레드,75620756,http://t1.daumcdn.net/localfiy/searchregister_888388733,0.0
2026,165-40,제주특별자치도 제주시 조천읍 와흘리,와흘을그리다,179303531,http://t1.daumcdn.net/localfiy/B8631AD44FBF4D819D4B7CFE5860B51F,0.0
2027,1186-21,제주특별자치도 제주시 이도2동,카페모리,19712864,http://t1.daumcdn.net/place/7E23D1F19DAE4040B808F70576856D30,0.0
2028,1012-8,제주특별자치도 제주시 오라일동,2월22일,311468079,,0.0
2029,261,제주특별자치도 제주시 건입동,겨를,21541844,,0.0
2030,401-1,제주특별자치도 제주시 외도일동,스타벅스 제주외도DT점,1443975060,http://t1.daumcdn.net/localfiy/A1B9760B854C420DAAE1698F7B64B039,1.0
2031,319-5,제주특별자치도 서귀포시 서귀동,망고랑귤이랑,27235840,http://t1.daumcdn.net/place/34C567F4BA974934A47B07DA1732F5EA,0.0
2032,252-64,제주특별자치도 제주시 연동,심심,1015629037,,0.0
2033,2981-1,제주특별자치도 제주시 애월읍 광령리,그림책방&카페노란우산,1827460043,http://t1.daumcdn.net/localfiy/3FE291AE2508465FADE1DD52F08E2883,0.0
2034,1224-54,제주특별자치도 서귀포시 안덕면 서광리,핫마마,1361203949,http://t1.daumcdn.net/localfiy/43FC13F9305D47EAAA2627F8002386B8,0.0
2035,2126-4,제주특별자치도 서귀포시 대정읍 하모리,바빈스커피 모슬포점,24909927,http://t1.daumcdn.net/place/C25946DD249E434BA234E8F761F66299,0.0
2036,1068-11,제주특별자치도 제주시 이도2동,호끌락한카페,238181389,,0.0
2037,498-8,제주특별자치도 제주시 외도일동,카페 달다,25733247,,0.0
2038,1685-2,제주특별자치도 제주시 이도1동,조가비,10807593,,0.0
2039,1259-3,제주특별자치도 제주시 이도1동,사랑방,9058357,,0.0
2040,1186-16,제주특별자치도 제주시 이도2동,204키친,26557619,http://t1.daumcdn.net/place/457216FC2F0E4D37B2536F062451432B,0.0
2041,1495-1,제주특별자치도 제주시 한경면 저지리,봉스파머,27349852,http://t1.daumcdn.net/place/29F8465B0B5D4D0D8C4B9A371379E500,0.0
2042,1709-13,제주특별자치도 제주시 이도1동,모다지다커피숍,24994852,,0.0
2043,1926-2,제주특별자치도 서귀포시 대정읍 안성리,청춘부부,1663041096,http://t1.daumcdn.net/place/DF615A7F9021462AB461CC7AB5C11A9B,0.0
2044,763-8,제주특별자치도 제주시 노형동,바닐라파레트,1788999978,http://t1.daumcdn.net/place/7813F87156F64260B10AF41AB836D132,0.0
2045,1774-2,제주특별자치도 제주시 이도일동,미스터힐링 제주시청점,1619565582,http://t1.daumcdn.net/place/5C1CC0FC9C344E3586DB4EFFB427259E,0.0
2046,2887-3,제주특별자치도 제주시 한경면 저지리,풀꽃담다,416504921,,0.0
2047,310-3,제주특별자치도 서귀포시 대정읍 인성리,제주인카페,1236809149,,0.0
2048,209-2,제주특별자치도 서귀포시 성산읍 고성리,방듸,17490077,http://t1.daumcdn.net/place/C521A29787274FAAB436F4BF7235BCD4,0.0
2049,1112-2,제주특별자치도 제주시 애월읍 광령리,애월맛차,41541163,,0.0
2050,49-17,제주특별자치도 제주시 애월읍 장전리,카이로스,1225009208,http://t1.daumcdn.net/place/7B74B09DEDA9413EB4364844AF7F58A2,0.0
2051,237-13,제주특별자치도 제주시 봉개동,라헨느골프텔,24122982,,0.0
2052,130-2,제주특별자치도 서귀포시 성산읍 성산리,빽다방 제주성산일출봉점,27095583,http://t1.daumcdn.net/place/B44A4D7643234B3B8949FD6D32A105C6,1.0
2053,149-21,제주특별자치도 제주시 일도2동,마로네 디저트,910976943,http://t1.daumcdn.net/place/C66F4478A75A4937B16540B612D7A581,0.0
2054,350,제주특별자치도 제주시 애월읍 고내리,하이파이브,1626813663,http://t1.daumcdn.net/place/C5EAB96D5CBF44269C873538AABBD04A,0.0
2055,1293-1,제주특별자치도 제주시 한림읍 귀덕리,지니의뜰에 커피나리다,19974848,http://t1.daumcdn.net/place/BE06F0C08DD742809BCC52AB19EDD922,0.0
2056,1452,제주특별자치도 서귀포시 법환동,느린제주,1785652336,,0.0
2057,473-1,제주특별자치도 서귀포시 서귀동,루프탑,564727035,http://t1.daumcdn.net/place/275D7A82F88F430E9B96FFAC3E6C61A3,0.0
2058,911-6,제주특별자치도 제주시 노형동,플랏포커피,2042761032,http://t1.daumcdn.net/place/D7548CD0D67F4A92B2547579633EC23E,0.0
2059,3904,제주특별자치도 제주시 한림읍 귀덕리,바다의술책,892171786,,0.0
2060,2218,제주특별자치도 제주시 한림읍 동명리,로첼로,321976849,http://t1.daumcdn.net/place/0EFA989DB16347439584BF34B586BA41,0.0
2061,273-7,제주특별자치도 제주시 연동,놀숲 신제주점,163800109,http://t1.daumcdn.net/place/2FF9191986A24A6DA7625DEE2E55E18A,0.0
2062,1959-1,제주특별자치도 제주시 이도2동,하늘샐리,790358848,,0.0
2063,1377-3,제주특별자치도 서귀포시 보목동,섶섬지기,24627972,http://t1.daumcdn.net/place/BF94E56F51D04AC9BF81A4FDE062E7E1,0.0
2064,2453-1,제주특별자치도 서귀포시 대정읍 신도리,노을과어울림,25611455,http://t1.daumcdn.net/place/58431DCC6253471CB647006B1B60F732,0.0
2065,1915-2,제주특별자치도 제주시 봉개동,노네임드봉개,1155855870,http://t1.daumcdn.net/localfiy/searchregister_116483333,0.0
2066,1111-2,제주특별자치도 서귀포시 성산읍 온평리,바다가보인다,22854241,http://t1.daumcdn.net/place/F6D1C1A5C45C4CAFA1E8AE8CFF83A4E1,0.0
2067,3391-2,제주특별자치도 서귀포시 강정동,엉커리,1385610448,,0.0
2068,541-1,제주특별자치도 서귀포시 남원읍 태흥리,여행가게,1024104421,http://t1.daumcdn.net/localfiy/D4BD22C749CB4FB69588BEF0EE7130ED,0.0
2069,2081-3,제주특별자치도 제주시 한경면 청수리,카페더그레이스,1699259149,http://t1.daumcdn.net/localfiy/searchregister_409174449,0.0
2070,2204,제주특별자치도 제주시 조천읍 신촌리,하루이수다,24927052,,0.0
2071,1062-7,제주특별자치도 제주시 노형동,팔팔커피,27564638,,0.0
2072,581-11,제주특별자치도 서귀포시 성산읍 고성리,라움인제주,2143256923,http://t1.daumcdn.net/place/547AEA820BB049A3A6B72E5F11520974,0.0
2073,2294-20,제주특별자치도 서귀포시 안덕면 사계리,그레이그로브,528303189,http://t1.daumcdn.net/place/3129D367B11B45ACA9BF1F7DCD62A3F0,0.0
2074,1994-5,제주특별자치도 제주시 이도2동,커피주의보,71203947,http://t1.daumcdn.net/place/0F35397FF34143B98F5DE596A8F12F83,0.0
2075,300-18,제주특별자치도 서귀포시 서귀동,럭셔리pc카페,321470880,,0.0
2076,126-7,제주특별자치도 제주시 애월읍 고성리,모아카페,742473425,,0.0
2077,1069-1,제주특별자치도 제주시 화북일동,에이바우트커피 삼화점,878012600,http://t1.daumcdn.net/place/3E94FF79AEFB410ABDC1A90ADB1C805A,0.0
2078,1303,제주특별자치도 서귀포시 하효동,서영에스앤씨,201772000,,0.0
2079,1255,제주특별자치도 제주시 삼도2동,라마다델리 라마다제주호텔,1777103934,,0.0
2080,2082-1,제주특별자치도 제주시 아라일동,cafe110,1593096070,http://t1.daumcdn.net/localfiy/1038AB7B12FF48CB9DB6828FDF213E6B,0.0
2081,1491-12,제주특별자치도 제주시 연동,에이프릴25,2052169843,http://t1.daumcdn.net/place/EE47904514384F15A48E4DD4922F816A,0.0
2082,2547,제주특별자치도 제주시 도두일동,벨로인커피,16261343,http://t1.daumcdn.net/place/8C95F82538964E6D813E09016289E18E,0.0
2083,2635-3,제주특별자치도 제주시 구좌읍 송당리,해즈빈 대천동점,13602059,,0.0
2084,2950-4,제주특별자치도 서귀포시 색달동,퍼시픽랜드 더클리프,1378746048,http://t1.daumcdn.net/place/8E61585705284B73B8DE19F81D76EE60,0.0
2085,2593,제주특별자치도 제주시 구좌읍 송당리,뽀루뚜까,20126884,http://t1.daumcdn.net/place/627C11038CD847248375BAD106DB90D0,0.0
2086,1314-106,제주특별자치도 제주시 한림읍 한림리,꽃샘,24661378,,0.0
2087,1245-2,제주특별자치도 제주시 한경면 청수리,곶자왈보석상자,1021735455,http://t1.daumcdn.net/localfiy/473A26D851FE4C07AE9054DC8986D7A6,0.0
2088,132-2,제주특별자치도 서귀포시 성산읍 성산리,하르방주스,868737237,,0.0
2089,309,제주특별자치도 제주시 우도면 연평리,제주한량,153091550,,0.0
2090,303-8,제주특별자치도 제주시 삼도2동,소금인형,15335237,http://t1.daumcdn.net/place/C58E2F2569F64BDDA961A61DD915C449,0.0
2091,2743-2,제주특별자치도 제주시 아라일동,걸어가는늑대들,1795813979,,0.0
2092,1999-14,제주특별자치도 제주시 이도2동,문문선,1425458877,http://t1.daumcdn.net/place/B7D29781AFEA46FBACB06B66BB197C4F,0.0
2093,1400-2,제주특별자치도 제주시 연동,커피코알라,15723971,http://t1.daumcdn.net/place/2354010A42CA441BA226B126A5BAD52E,0.0
2094,3810-13,제주특별자치도 제주시 노형동,단정한까페,150782347,,0.0
2095,530-2,제주특별자치도 제주시 외도일동,놀러와당구카페,997829954,,0.0
2096,221-2,제주특별자치도 제주시 조천읍 함덕리,3라운지,588738669,,0.0
2097,435-3,제주특별자치도 서귀포시 성산읍 삼달리,나의왼손,1831132402,http://t1.daumcdn.net/place/C07205BC037E47789A05E91B1822FF82,0.0
2098,697-1,제주특별자치도 서귀포시 표선면 표선리,유성다방,21525336,,0.0
2099,1111-10,제주특별자치도 제주시 조천읍 선흘리,구삼브루커피,366276280,http://t1.daumcdn.net/localfiy/18CEBC741FF341A4AA6150B410B407AB,0.0
2100,282-20,제주특별자치도 제주시 연동,달콤커피 제주연동제니아점,610602318,,1.0
2101,200-2,제주특별자치도 서귀포시 남원읍 남원리,청실다실,9452994,,0.0
2102,216-4,제주특별자치도 서귀포시 남원읍 신흥리,풀룸,1639162530,,0.0
2103,1341-1,제주특별자치도 제주시 일도일동,작은카페,649549236,,0.0
2104,174-11,제주특별자치도 서귀포시 성산읍 성산리,성산해나,1814049615,http://t1.daumcdn.net/localfiy/searchregister_1031158567,0.0
2105,1180-24,제주특별자치도 제주시 이도2동,더모임,27391248,,0.0
2106,600,제주특별자치도 제주시 애월읍 구엄리,AM11,682897228,,0.0
2107,1987-8,제주특별자치도 제주시 이도2동,미궁365 제주점,2052408697,,0.0
2108,1236-9,제주특별자치도 제주시 한림읍 귀덕리,하우스레서피 당근케이크,11539852,http://t1.daumcdn.net/place/B6FFB6FE55BB4F3BB023B41563412C18,0.0
2109,1408-3,제주특별자치도 제주시 건입동,공차 제주탑동점,1634294548,,1.0
2110,1133-2,제주특별자치도 서귀포시 안덕면 화순리,카페21&비어,242717215,,0.0
2111,1949-8,제주특별자치도 서귀포시 중문동,샐리하우스,342246033,,0.0
2112,624-2,제주특별자치도 서귀포시 표선면 표선리,표선다방,10891303,http://t1.daumcdn.net/place/FE501FB3AF4E493DA23BCD9ACDE8C064,0.0
2113,720-3,제주특별자치도 제주시 노형동,퐁고와해리,10022276,,0.0
2114,515-2,제주특별자치도 제주시 구좌읍 평대리,지안재,276626600,http://t1.daumcdn.net/cfile/23035B33582D463413,0.0
2115,1803,제주특별자치도 서귀포시 대포동,카페커피메딕,1554445070,,0.0
2116,545,제주특별자치도 제주시 애월읍 구엄리,달자카페,26303350,http://t1.daumcdn.net/place/53F90FF51D2E43F083194A0E59B0D9B1,0.0
2117,642-1,제주특별자치도 서귀포시 동홍동,카페봄봄 서귀포점,356761877,http://t1.daumcdn.net/localfiy/searchregister_962309851,0.0
2118,1056-1,제주특별자치도 서귀포시 안덕면 화순리,이티씨,1414829658,,0.0
2119,1597-1,제주특별자치도 제주시 애월읍 하가리,카페가락,2132065667,,0.0
2120,327-4,제주특별자치도 서귀포시 성산읍 고성리,카페동류암,1564529908,,0.0
2121,1771-17,제주특별자치도 제주시 이도2동,엠츄로,23182795,,0.0
2122,772-5,제주특별자치도 서귀포시 성산읍 수산리,쏘스위트카페,654674753,http://t1.daumcdn.net/localfiy/D732DDB5EBC44C8DAB65D030B55DBD4C,0.0
2123,1789-5,제주특별자치도 제주시 이도1동,모란뉴다방,16729836,,0.0
2124,447-42,제주특별자치도 서귀포시 동홍동,제이마루,27590516,,0.0
2125,416-10,제주특별자치도 제주시 일도2동,애플,23193541,,0.0
2126,584-2,제주특별자치도 서귀포시 상예동,어썸,185339038,http://t1.daumcdn.net/place/E85B7DFBCFEA4CE39B9E3EE7EC8AC379,0.0
2127,1724-3,제주특별자치도 서귀포시 상예동,또보레,12723996,,0.0
2128,1186-11,제주특별자치도 제주시 이도2동,이디야커피 제주시청점,8042333,,1.0
2129,1024,제주특별자치도 제주시 조천읍 함덕리,올웨이즈,204311642,,0.0
2130,318-1,제주특별자치도 제주시 한림읍 옹포리,카페유주,986232032,http://t1.daumcdn.net/place/94B707951360462A88B01BC3ADC03D3C,0.0
2131,441,제주특별자치도 서귀포시 표선면 표선리,카페희상,1858538846,http://t1.daumcdn.net/place/AE936DB7CFEA455C8B29E0CFB56A72DE,0.0
2132,1218-1,제주특별자치도 제주시 애월읍 고내리,카페인디고,26874310,http://t1.daumcdn.net/place/328E03F78DC948049FA7EC268424A77E,0.0
2133,1127,제주특별자치도 서귀포시 성산읍 시흥리,묘한상점 묘한카페,926433412,http://t1.daumcdn.net/place/C2866C2931B6439F86E06881D3130B55,0.0
2134,191-6,제주특별자치도 서귀포시 표선면 세화리,물팡카페,1321823596,http://t1.daumcdn.net/place/7A98DEC230244F56988A9BA8CBA1E346,0.0
2135,3535-1,제주특별자치도 제주시 조천읍 함덕리,카페35351,27445248,http://t1.daumcdn.net/place/3D5EC68DB71E4F07916A4272D65DF219,0.0
2136,314,제주특별자치도 서귀포시 하효동,달달콤콤,1874427082,,0.0
2137,1185-4,제주특별자치도 제주시 이도이동,공차 제주시청점,23727274,http://t1.daumcdn.net/place/C807C25833B542F8A4754610C0E6B06A,1.0
2138,1267-1,제주특별자치도 제주시 구좌읍 김녕리,니모스토리,1672417180,http://t1.daumcdn.net/place/74844FDA8ED247FD802F99789B683817,0.0
2139,2872-18,제주특별자치도 제주시 한림읍 협재리,써니의놀이터in카페,571671874,http://t1.daumcdn.net/place/8CBFB92CC9FE4C359452A3C9850AC9A3,0.0
2140,2184,제주특별자치도 제주시 영평동,닷카페,572471659,,0.0
2141,289-2,제주특별자치도 제주시 봉개동,해랑,974417936,,0.0
2142,1990-12,제주특별자치도 제주시 이도2동,카페일오공에프,1997469812,http://t1.daumcdn.net/localfiy/2B38780D883B42BD805CF9F453590F52,0.0
2143,86,제주특별자치도 서귀포시 안덕면 사계리,원앤온리,217787831,http://t1.daumcdn.net/localfiy/F5609B05083C45A996FA6DD11C2CE438,0.0
2144,2619-15,제주특별자치도 제주시 도두일동,디저트카페제주고팡,865338108,http://t1.daumcdn.net/place/D4B9918C8A0A431CB19C319312B04D7C,0.0
2145,251-61,제주특별자치도 제주시 연동,해피,27337759,,0.0
2146,1185-11,제주특별자치도 제주시 이도이동,로컬,1938593737,,0.0
2147,153-8,제주특별자치도 서귀포시 서호동,서귀피안,834666065,http://t1.daumcdn.net/localfiy/searchregister_1166620471,0.0
2148,1698,제주특별자치도 제주시 한림읍 협재리,제주기역 coffee&stay,297885011,http://t1.daumcdn.net/place/293F0279C0654AE0AD3B0467CA54E2E0,0.0
2149,1338-4,제주특별자치도 제주시 구좌읍 한동리,화수목,719459055,http://t1.daumcdn.net/place/0120A9BC92614CF887C92E74F33E00F0,0.0
2150,999-22,제주특별자치도 제주시 용담삼동,카페말마,24119472,,0.0
2151,515,제주특별자치도 제주시 용담삼동,더힐링타임,1524377191,http://t1.daumcdn.net/place/632D840CA2994744BF1A498277D0716D,0.0
2152,1830-7,제주특별자치도 서귀포시 하예동,아트진,640048903,,0.0
2153,1027-3,제주특별자치도 서귀포시 하효동,리치망고 쇠소깍점,27523497,http://t1.daumcdn.net/place/775BA5583C85472FAACF1DE93ADDD0DD,0.0
2154,865-4,제주특별자치도 제주시 용담2동,볕이드는곳벧디 용담점,1578213876,,0.0
2155,58-1,제주특별자치도 서귀포시 남원읍 신례리,호꼼,531894376,http://t1.daumcdn.net/localfiy/EA2FBC838AB24D288EBE43154FA4AFD9,0.0
2156,293-87,제주특별자치도 제주시 연동,모나코,1122942212,,0.0
2157,2880-3,제주특별자치도 서귀포시 안덕면 사계리,코데인커피로스터스,655909706,http://t1.daumcdn.net/place/3F970DDFB43A4153AAC37C246C899774,0.0
2158,1786,제주특별자치도 제주시 조천읍 신촌리,타임스탬프,564051628,http://t1.daumcdn.net/localfiy/73DE737F72ED4D37A3B897884E4EAD5E,0.0
2159,2574-2,제주특별자치도 제주시 노형동,설심당노형점,514453514,,0.0
2160,288-25,제주특별자치도 제주시 노형동,쁠랑뜨,2034613115,http://t1.daumcdn.net/localfiy/51AD640ABF0847589783B287E79E7FF8,0.0
2161,2300-6,제주특별자치도 제주시 삼양이동,플랜비스터디카페 삼화점,618642706,,0.0
2162,379,제주특별자치도 서귀포시 표선면 토산리,테쉬폰카페,139839930,,0.0
2163,1191,제주특별자치도 서귀포시 성산읍 온평리,바이더씨,1699819473,http://t1.daumcdn.net/localfiy/searchregister_722559520,0.0
2164,6114-11,제주특별자치도 제주시 아라일동,조끄띠 쁘띠메종,77959048,http://t1.daumcdn.net/place/531CDBDE8AD44C2596FBE91E5992A2F9,0.0
2165,3785-1,제주특별자치도 제주시 노형동,유달리 제주노형점,2051563159,http://t1.daumcdn.net/place/23101B6D96D24E25B23CD9890F3F4819,0.0
2166,260-50,제주특별자치도 제주시 연동,차차,1674881028,,0.0
2167,2594-5,제주특별자치도 제주시 노형동,나지금제주,1443898709,http://t1.daumcdn.net/localfiy/0BE0EFA38D924C3C9F344D28EC2D2A6D,0.0
2168,1-1,제주특별자치도 제주시 애월읍 하귀1리,썬라이브,14612399,,0.0
2169,1477-1,제주특별자치도 제주시 일도1동,77다방,9463567,,0.0
2170,981,제주특별자치도 서귀포시 안덕면 사계리,커피하우스,25408323,,0.0
2171,2137-6,제주특별자치도 제주시 삼양이동,감성커피 제주삼화점,1360693897,http://t1.daumcdn.net/localfiy/970537E09EA1435FB706E2A5629010E3,0.0
2172,275-6,제주특별자치도 제주시 연동,감성커피 연동점,1446018003,,0.0
2173,275-6,제주특별자치도 제주시 연동,크로니,21545355,,0.0
2174,1939-3,제주특별자치도 서귀포시 중문동,파스쿠찌 제주중문점,641933235,http://t1.daumcdn.net/localfiy/B6AB40CDC5054CB5ADD35D8390A67CDC,1.0
2175,244,제주특별자치도 서귀포시 서홍동,지장샘로13,1459499218,,0.0
2176,77-1,제주특별자치도 서귀포시 대정읍 상모리,카페초록귤,822442071,,0.0
2177,744-9,제주특별자치도 서귀포시 서홍동,꽃이피다앤블라썸,1028406499,http://t1.daumcdn.net/place/2DB41614FFBA43EBA2F74E397721FC45,0.0
2178,322-10,제주특별자치도 제주시 연동,베이스노트,27563112,http://t1.daumcdn.net/cfile/2708464456F335A00C,0.0
2179,2029-1,제주특별자치도 제주시 이도이동,구름위에둥둥,633011012,,0.0
2180,88-1,제주특별자치도 서귀포시 서귀동,베이커리카페70,541890864,http://t1.daumcdn.net/localfiy/3F041DAE4A764231B2111D033F429DF2,0.0
2181,2477,제주특별자치도 서귀포시 대정읍 상모리,리유,254311410,,0.0
2182,1084-13,제주특별자치도 제주시 일도일동,효진카페,10962774,,0.0
2183,779-1,제주특별자치도 서귀포시 동홍동,소꿉놀이,915340178,http://t1.daumcdn.net/cfile/231D553F57C7D5F818,0.0
2184,1599,제주특별자치도 서귀포시 강정동,엉또산장,21652710,http://t1.daumcdn.net/place/F6E0F63CB0F1499DA0C7EB5797204AD0,0.0
2185,3199,제주특별자치도 제주시 구좌읍 하도리,카페하도섬,221825332,http://t1.daumcdn.net/place/E49F1502B1DB427E9810A13023293C46,0.0
2186,518-1,제주특별자치도 제주시 삼도1동,해피데이,21546633,,0.0
2187,418-1,제주특별자치도 제주시 애월읍 고성리,이너프,679736866,http://t1.daumcdn.net/place/A580486B34A74FF998EAF14DF4A44585,0.0
2188,480-6,제주특별자치도 서귀포시 서귀동,소스테이,754928909,,0.0
2189,1951-3,제주특별자치도 제주시 이도2동,루머팡 이도점,13604394,,0.0
2190,1073-9,제주특별자치도 서귀포시 성산읍 신산리,잔디공장,284978,http://t1.daumcdn.net/localfiy/768AD4EE25BD4DD593894D4925912199,0.0
2191,1474-1,제주특별자치도 제주시 일도1동,이디야커피 제주중앙점,8047503,,1.0
2192,370-21,제주특별자치도 서귀포시 서귀동,설빙 서귀점,26644294,,0.0
2193,893-3,제주특별자치도 제주시 영평동,하동다방,1745916823,,0.0
2194,3199-1,제주특별자치도 제주시 한림읍 귀덕리,꼼지락,17164058,,0.0
2195,211,제주특별자치도 서귀포시 서귀동,귀빈다방,10225659,,0.0
2196,2582,제주특별자치도 제주시 한경면 판포리,홀리가든,1423811026,http://t1.daumcdn.net/localfiy/2A6A33C83D434D2C98220257F9F2902B,0.0
2197,37,제주특별자치도 제주시 이도2동,안나의커피이야기,19053547,,0.0
2198,518-1,제주특별자치도 서귀포시 성산읍 온평리,홍춘열퀼트카페공방,1202180944,,0.0
2199,1608,제주특별자치도 제주시 한경면 판포리,해거름전망대카페,17350387,http://t1.daumcdn.net/place/0A156D05155E4DD384AD07EB3E14168D,0.0
