,addrbunho,address,cafe,cafe_id,image_url,franchise
227,3779-3,제주특별자치도 제주시 노형동,마리웨일237 제주노형점,127048653,,0.0
228,1236-3,제주특별자치도 제주시 오라이동,미녀들의수다,23440244,http://t1.daumcdn.net/cfile/24024C41556FE2D11B,0.0
229,283-46,제주특별자치도 제주시 연동,더블에스,1396941120,,0.0
230,739,제주특별자치도 제주시 노형동,혼디,535097779,http://t1.daumcdn.net/localfiy/7EE726FC86AB41B69BF0C136B674AC22,0.0
231,1197-7,제주특별자치도 서귀포시 성산읍 고성리,봄뜨랑,499863986,http://t1.daumcdn.net/localfiy/23C7CF8A2AE445E89C32AD55B5D5D585,0.0
232,1690-6,제주특별자치도 제주시 이도일동,귀리공장,1632499645,,0.0
233,1580-1,제주특별자치도 제주시 삼양일동,카페소소한,1314653330,,0.0
234,1045-19,제주특별자치도 제주시 건입동,대지,15995114,,0.0
235,6050-1,제주특별자치도 제주시 아라일동,칼디,25117847,,0.0
236,1533,제주특별자치도 제주시 연동,카페티맑은 연동점,14515907,,0.0
237,3134,제주특별자치도 제주시 조천읍 조천리,조금만천천히,1642124500,http://t1.daumcdn.net/place/648344B401DD452E8964F5AEAC083913,0.0
238,1470,제주특별자치도 서귀포시 서호동,비브레이브 서호점,552093138,http://t1.daumcdn.net/place/F9FE583C4AA1492298A7A2FCC53AB839,0.0
239,215-6,제주특별자치도 제주시 조천읍 함덕리,피시야 카페,220356796,http://t1.daumcdn.net/place/6793F81895054BF389D16B8FC04B78D3,0.0
240,1774-19,제주특별자치도 제주시 이도일동,퍼펫,1394100322,,0.0
241,2715,제주특별자치도 제주시 애월읍 신엄리,에바다웨이마린,1419063288,,0.0
242,380,제주특별자치도 서귀포시 안덕면 상천리,본태카페,1524395459,,0.0
243,6097-4,제주특별자치도 제주시 아라일동,달달한청춘,806052506,,0.0
244,726-1,제주특별자치도 제주시 노형동,카페봄봄 연동점,1190668208,,0.0
245,426-6,제주특별자치도 서귀포시 표선면 토산리,매일더탐나,634457668,http://t1.daumcdn.net/localfiy/676FA02EA9984747832107738A32002D,0.0
246,2073-32,제주특별자치도 서귀포시 중문동,샨티,1086180376,,0.0
247,128-30,제주특별자치도 서귀포시 남원읍 남원리,봉봉,1931938764,http://t1.daumcdn.net/localfiy/A7FB10422AF04E41AC51ABE50AB87428,0.0
248,241,제주특별자치도 서귀포시 안덕면 화순리,더리트리브,791617298,http://t1.daumcdn.net/place/11E4B57E327B46B39B8C6CE9AB729D19,0.0
249,3803-17,제주특별자치도 제주시 노형동,킨포크,1515077439,http://t1.daumcdn.net/place/3A776E7FF8EB4F0DBB69358F96282764,0.0
250,1344-1,제주특별자치도 제주시 아라이동,로티팜스,17016247,,0.0
251,2294-20,제주특별자치도 서귀포시 안덕면 사계리,카페비고르,2118086325,,0.0
252,1597-7,제주특별자치도 제주시 한림읍 동명리,청춘감성쌀핫도그 한림점,1417581558,http://t1.daumcdn.net/place/2C32504894EC412F87F34C10036C6E36,0.0
253,2011,제주특별자치도 서귀포시 표선면 하천리,까페 하,1191437352,http://t1.daumcdn.net/localfiy/A239DE6AB2D34D17BE4BEE372BB8A1CD,0.0
254,2717-4,제주특별자치도 제주시 조천읍 신촌리,엔젤리쉬 삼화신촌점,27401717,,0.0
255,397-96,제주특별자치도 서귀포시 서홍동,콩,21456492,,0.0
256,1180-2,제주특별자치도 제주시 이도2동,커피피플 시청점,9465162,http://t1.daumcdn.net/cfile/20385E0F4C3BB1695C,0.0
257,938-4,제주특별자치도 제주시 노형동,감성팥쥐,20032876,http://t1.daumcdn.net/place/345118C54666473AA70C581E6EC6CBF8,0.0
258,277-2,제주특별자치도 서귀포시 서귀동,쉬멍카페,2117685418,http://t1.daumcdn.net/place/7A78A800E1174607AB9BFDD1CD91F883,0.0
259,329-1,제주특별자치도 서귀포시 토평동,제주봄카페&스테이 전기차충전소,1362462523,,0.0
260,253-46,제주특별자치도 제주시 연동,처음처럼,9963177,,0.0
261,135-4,제주특별자치도 서귀포시 동홍동,커피볶는집 e브엘세바 서귀포동홍본점,12757724,http://t1.daumcdn.net/place/5A4DB7B7B17F4C48A765AE00CFBD7140,0.0
262,357-10,제주특별자치도 제주시 일도2동,에그프라이,2007964275,,0.0
263,1004,제주특별자치도 서귀포시 대정읍 구억리,1004카페,2040765880,http://t1.daumcdn.net/place/8CD9A3964D874126BF96FF99D4159DD6,0.0
264,2242,제주특별자치도 서귀포시 색달동,레이지카페,24876533,,0.0
265,40-3,제주특별자치도 서귀포시 표선면 표선리,달보드레카페,27445546,http://t1.daumcdn.net/place/6D6C4FE73A1C44B68B6CC75426F80C7B,0.0
266,710,제주특별자치도 서귀포시 강정동,가배,22407333,http://t1.daumcdn.net/place/D61FC67F67204C168FECD42E6B4A0529,0.0
267,2533-1,제주특별자치도 제주시 노형동,꽃피는커피,19737274,http://t1.daumcdn.net/place/11E4895CEE7347A59942B2A7704A7A20,0.0
268,2147-30,제주특별자치도 서귀포시 안덕면 사계리,코코부코 제주본점,1893805090,,0.0
269,2514-2,제주특별자치도 제주시 한림읍 협재리,할리스커피 제주협재해수욕장점,1460475575,http://t1.daumcdn.net/place/FA27280109E541CEB4BA1AA4ACAAB81A,1.0
270,449-8,제주특별자치도 서귀포시 서홍동,서홍정원,1229685652,http://t1.daumcdn.net/place/DEA2705B47FE4142B9380D97F94DD4E6,0.0
271,1398-7,제주특별자치도 서귀포시 남원읍 남원리,로빙화,1658038483,http://t1.daumcdn.net/localfiy/695259663D114D3CAEDD3595CB3143AD,0.0
272,2040-1,제주특별자치도 제주시 조천읍 선흘리,까망고띠,27609926,http://t1.daumcdn.net/place/04EBEB1A68E84E07B0D88D44B00FBB5F,0.0
273,2002,제주특별자치도 제주시 용담이동,커피니 제주공항국내선점,623343843,,0.0
274,931-10,제주특별자치도 서귀포시 대정읍 하모리,금화다방,973636144,,0.0
275,1416-1,제주특별자치도 제주시 한림읍 협재리,윤비자,1945810138,,0.0
276,2864-10,제주특별자치도 서귀포시 색달동,카페제드 본점,1834770525,http://t1.daumcdn.net/place/31EFA882201545BC9A9DE5B7423D4169,0.0
277,571-1,제주특별자치도 제주시 삼도1동,리베라떼,8961009,http://t1.daumcdn.net/place/40686B0678624A57A8731A9734A5295A,0.0
278,235-2,제주특별자치도 제주시 외도이동,작은토끼,1337042932,,0.0
279,3263-2,제주특별자치도 제주시 한경면 저지리,담담,21654712,http://t1.daumcdn.net/place/0ADDBE72B78A4984BAACF70DBCC68EC6,0.0
280,287-14,제주특별자치도 제주시 연동,춤추는염소들,18394154,http://t1.daumcdn.net/place/E036E4CD6A53474D81ADD6C10C965365,0.0
281,207-1,제주특별자치도 서귀포시 강정동,툭탁,1091922425,,0.0
282,777-5,제주특별자치도 서귀포시 안덕면 창천리,대평에오면,23688005,http://t1.daumcdn.net/place/6EE7EF56777942E2A373D59A145F9B14,0.0
283,1008,제주특별자치도 서귀포시 대정읍 구억리,프롬더힐,547444722,http://t1.daumcdn.net/place/4E9BB3009C7A46BFA475D4859468C898,0.0
284,906-1,제주특별자치도 제주시 노형동,No Lone Zone,1350133038,http://t1.daumcdn.net/place/EA6741EE03444C32B49A28DCC06AF094,0.0
285,3322,제주특별자치도 제주시 구좌읍 김녕리,미로,16266441,,0.0
286,1551-10,제주특별자치도 서귀포시 서호동,더심플,999989618,http://t1.daumcdn.net/place/519A349977D74992A1E114D278E40706,0.0
287,2059-7,제주특별자치도 서귀포시 중문동,미스터힐링 중문점,941345504,,0.0
288,2764-1,제주특별자치도 제주시 구좌읍 송당리,제주아트랜드 커피숍,17574018,,0.0
289,1584,제주특별자치도 제주시 한림읍 한림리,대림카페,11277880,,0.0
290,626-1,제주특별자치도 제주시 조천읍 북촌리,봄길,1006508481,,0.0
291,208-4,제주특별자치도 서귀포시 강정동,슈퍼키즈스카이방방,1166334921,http://t1.daumcdn.net/cfile/277F064057A9288722,0.0
292,13,제주특별자치도 서귀포시 성산읍 오조리,빅웨이브,703484233,,0.0
293,231-8,제주특별자치도 제주시 용담1동,귤림,21510014,,0.0
294,1036,제주특별자치도 제주시 한림읍 상명리,정낭까페,708892179,,0.0
295,330-6,제주특별자치도 제주시 한경면 신창리,커피버튼로스터즈,738749385,http://t1.daumcdn.net/localfiy/searchregister_1998252425,0.0
296,262-34,제주특별자치도 제주시 연동,프라우스타 에스프레소,17672153,,0.0
297,814-24,제주특별자치도 제주시 구좌읍 종달리,모뉴에트,1307726606,http://t1.daumcdn.net/place/FD63C1B68C4A406580E221AF5C9211BF,0.0
298,272-19,제주특별자치도 제주시 연동,빠빠라기 신제주점,15639202,http://t1.daumcdn.net/place/C79C450F795244958B80F428ECFCB335,0.0
299,3,제주특별자치도 제주시 구좌읍 월정리,해맞이카페,1785500578,http://t1.daumcdn.net/place/02072F0E55A44045BBDE3D5C0D91DABD,0.0
300,1137-1,제주특별자치도 제주시 용담삼동,펍 배솔트블루,2104442505,http://t1.daumcdn.net/place/49D1A1D2980D471BAEEBC1AD691C1DDA,0.0
301,2413-3,제주특별자치도 서귀포시 대정읍 신도리,돌고래바다카페,1271261114,http://t1.daumcdn.net/place/5E3D1EB158954727B9F2B8973EA23813,0.0
302,262-2,제주특별자치도 제주시 연동,흑화당 제주제원점,38151755,http://t1.daumcdn.net/place/8B7FB83D86764FF3BC07634BCAC21A8E,0.0
303,282-28,제주특별자치도 제주시 연동,가야앤천국,8730778,,0.0
304,930-5,제주특별자치도 서귀포시 대정읍 하모리,중앙다방,9467890,,0.0
305,1940-1,제주특별자치도 제주시 도련일동,쥬씨,419551632,,0.0
306,917-8,제주특별자치도 제주시 도남동,쉬크카페,1685710455,,0.0
307,2025-7,제주특별자치도 제주시 이도2동,레몬칸타타,27608618,http://t1.daumcdn.net/place/A3CD5FFDB5A043AE826BFB35BC369F61,0.0
308,40-76,제주특별자치도 서귀포시 표선면 표선리,모루,1056724363,,0.0
309,290-36,제주특별자치도 제주시 연동,비아제주 카페엔스테이,26950131,http://t1.daumcdn.net/localfiy/0FC6E6D6D2E64B5DBFBF48DE3BB6BDB9,0.0
310,292-9,제주특별자치도 제주시 연동,리베,9777310,,0.0
311,580,제주특별자치도 서귀포시 하예동,댕규리네 해수족욕카페,27464029,http://t1.daumcdn.net/place/BDB2F9DD6D5D41DEBD36CE7DD298C2E2,0.0
312,1938,제주특별자치도 제주시 도련일동,카페하이큐,875974284,,0.0
313,284-32,제주특별자치도 서귀포시 서귀동,하우스터디서귀포센터모임공간,1987232437,,0.0
314,541,제주특별자치도 제주시 구좌읍 월정리,봉쉡망고 월정점,20196364,http://t1.daumcdn.net/place/EE693B76A3A640768ACA9E2974D8C9C8,0.0
315,1709-17,제주특별자치도 제주시 이도일동,띵꽁빵꽁,2067140104,,0.0
316,1084-7,제주특별자치도 서귀포시 안덕면 화순리,산들티카페,1032776721,,0.0
317,357-12,제주특별자치도 제주시 일도2동,올록볼록 블럭놀이방,1003992664,http://t1.daumcdn.net/localfiy/D3A6A85716504A2388CD6FCEA5A9609B,0.0
318,1148-16,제주특별자치도 제주시 이도2동,샤인카페,871607839,,0.0
319,1821-7,제주특별자치도 서귀포시 호근동,말랑제주,145451396,http://t1.daumcdn.net/localfiy/E53C3F40C8814582BE7CD9ADB8D04C64,0.0
320,505-4,제주특별자치도 제주시 외도일동,악단,335320170,,0.0
321,971-9,제주특별자치도 서귀포시 남원읍 의귀리,의귀리카페,1926302348,http://t1.daumcdn.net/localfiy/searchregister_2036116489,0.0
322,274,제주특별자치도 제주시 조천읍 함덕리,소노벨제주 빠네쿠치나,21546157,,0.0
323,625,제주특별자치도 서귀포시 상예동,히든클리프호텔 앤 네이쳐 치치라운지,733510519,,0.0
324,1615-2,제주특별자치도 제주시 조천읍 신촌리,에밀리파크,732972914,http://t1.daumcdn.net/place/993AEAE7484541A9AC89BC55D9C02133,0.0
325,603-122,제주특별자치도 제주시 용담2동,더브릿지,1006007716,,0.0
326,1503-4,제주특별자치도 서귀포시 대정읍 하모리,아라다방,10593342,,0.0
327,207-1,제주특별자치도 서귀포시 강정동,더롤,1543843449,,0.0
328,1368,제주특별자치도 제주시 한경면 청수리,에스테틱스오브슬로우,814388114,,0.0
329,938-17,제주특별자치도 서귀포시 대정읍 하모리,수궁다방,9159454,http://t1.daumcdn.net/place/27557632E47F4AAA9419D362D9288872,0.0
330,3012-12,제주특별자치도 제주시 아라이동,다빈치커피 제주이도점,14744377,http://t1.daumcdn.net/place/2D3662B6776D4BCDA6D16F7018F666C4,0.0
331,1448,제주특별자치도 제주시 일도일동,간세라운지,27080594,http://t1.daumcdn.net/cfile/2154044055F1363A34,0.0
332,209-3,제주특별자치도 서귀포시 법환동,제스토리,25118051,http://t1.daumcdn.net/place/CDFA57011975454D99AA3FC92B4A3634,0.0
333,2102-13,제주특별자치도 제주시 삼양이동,홀리데이시즌,271841473,http://t1.daumcdn.net/localfiy/0C3B1BCD1A734F1F812F6A33F7A35514,0.0
334,529-1,제주특별자치도 제주시 삼도일동,끌림,1108568093,,0.0
335,3794-5,제주특별자치도 제주시 노형동,디저트39 제주노형점,474867094,,0.0
336,311-7,제주특별자치도 서귀포시 서귀동,전통란찻집,251816842,,0.0
337,1691-9,제주특별자치도 제주시 이도1동,로비라운지,21545833,,0.0
338,108-5,제주특별자치도 서귀포시 동홍동,카페드숑,755265923,http://t1.daumcdn.net/place/8624DC7F14D24C25A29C4647FA4948DB,0.0
339,1777-3,제주특별자치도 서귀포시 서홍동,휴마루호스텔카페 전기차충전소,1059256425,,0.0
340,2040,제주특별자치도 제주시 구좌읍 한동리,그계절,59334207,http://t1.daumcdn.net/place/1009C03AD794409E90ECAE5694987558,0.0
341,4141,제주특별자치도 제주시 한림읍 귀덕리,바위에서쉬다,27598073,http://t1.daumcdn.net/place/62724649A8434DAE89BAE6828DDC972F,0.0
342,1152-10,제주특별자치도 제주시 노형동,트레블카페 제주지사,391060169,,0.0
343,646-20,제주특별자치도 서귀포시 대정읍 하모리,M1971,1011859675,http://t1.daumcdn.net/place/9A6B07A636A24D10A27259FCC681F8EB,0.0
344,550-4,제주특별자치도 제주시 외도일동,위즈커피,1799037921,,0.0
345,1961-5,제주특별자치도 제주시 연동,칸타빌레,9076865,,0.0
346,650-1,제주특별자치도 제주시 애월읍 소길리,모랑모랑,27545188,http://t1.daumcdn.net/place/D8C9223F9541467AAA59EF7C92031263,0.0
347,687,제주특별자치도 제주시 구좌읍 평대리,루코도모,2021835685,,0.0
348,2579-1,제주특별자치도 제주시 노형동,우주라이크앤 제주노형점,775745381,,0.0
349,747,제주특별자치도 제주시 월평동,커피밸런스,413368800,http://t1.daumcdn.net/localfiy/DF223E3A22984FD7828FF149117D88E0,0.0
350,2255,제주특별자치도 제주시 조천읍 함덕리,농업회사법인한스,1044133186,http://t1.daumcdn.net/localfiy/1A6D33F69956415C91B7FE77104E042E,0.0
351,3075,제주특별자치도 제주시 구좌읍 하도리,W3075,1347414054,http://t1.daumcdn.net/place/AD4EDE9513A64D6A957B26D5DC924D97,0.0
352,158-2,제주특별자치도 서귀포시 성산읍 성산리,림벅와플 제주점,27094314,http://t1.daumcdn.net/place/38FAE8F7110A4E9AA2C1BA03C89B60DB,0.0
353,1371-3,제주특별자치도 제주시 한경면 신창리,차차신창,639029672,http://t1.daumcdn.net/place/A9BCAF4C2D59467482FB4567FDA6E03A,0.0
354,2477,제주특별자치도 제주시 애월읍 애월리,썬셋클리프,611667902,http://t1.daumcdn.net/place/99EEE4C723274F2786F1A3BC2690F21F,0.0
355,2162-1,제주특별자치도 서귀포시 표선면 세화리,세성로영화인카페,113696011,,0.0
356,358-9,제주특별자치도 제주시 아라일동,브라보유어라이프,1077807233,http://t1.daumcdn.net/localfiy/37B3FEF0860A4A7E97102B39357A5CCC,0.0
357,598-1,제주특별자치도 제주시 한림읍 협재리,네스트힐,21501817,,0.0
358,126-2,제주특별자치도 서귀포시 성산읍 성산리,망고홀릭성산일출봉점,1680422322,http://t1.daumcdn.net/place/9FE75978BADF41938D04AAEE371ED6EC,0.0
359,2303-1,제주특별자치도 제주시 조천읍 신촌리,카페18번가,22284064,,0.0
360,53-48,제주특별자치도 제주시 구좌읍 하도리,하도조은펜션&카페,1497607830,,0.0
361,1055,제주특별자치도 제주시 한림읍 한림리,황우럭만화카페,159833969,,0.0
362,963-1,제주특별자치도 제주시 조천읍 함덕리,현다방,21513011,,0.0
363,1398,제주특별자치도 제주시 한림읍 협재리,과달루페,1586281697,,0.0
364,1223-20,제주특별자치도 제주시 구좌읍 김녕리,쪼끌락,26532312,http://t1.daumcdn.net/place/5806758ECDDB4AE58B38C84C9329D72E,0.0
365,827,제주특별자치도 제주시 구좌읍 동복리,까페드메종,21513135,,0.0
366,2887-10,제주특별자치도 제주시 조천읍 함덕리,노리파크 제주함덕점,734958063,,0.0
367,1204-1,제주특별자치도 제주시 오라이동,예당뜰카페,1909855412,,0.0
368,648-13,제주특별자치도 서귀포시 서귀동,소담,9131916,http://t1.daumcdn.net/place/10A31DF519C140F592662B32228BC91C,0.0
