,cafe,message
397,모래비,"탁트인 해변가에
다양한 베이커리가 있어서 더욱 좋았던곳
시원한 바람과~  진한 커피향 가득해서
후각도 시각도 행복했던 카페에서 마신 드립커피가
또 생각나요~해변앞에 이쁜카페있어서 들어간곳인데
땅콩라떼 존맛 ㅋ
분위기도 좋고 또 가고싶네요제주도갔을때 해맞이해안로 돌아다니다가 눈에 띄어서 들어갔는디 한라봉쥬스도 너무너무 상큼하고 맛있고 시원했어요! 맛도맛인데 뷰도 최고에요!! 제주가면 꼭 가보세요.월정리 해수욕장 바로앞에 있어서 뷰가 정말 좋아요~~
밖에 테라스에서도 마실 수 있고 아메리카도 맛도 좋고!
사이즈도 커서 좋았습니다~ 제주도 뷰 좋은 카페 찾으시면 추천해요!!월정리 해변가 핫플레이스!! 제주도 가면 꼭 들리는 곳. 이국적인 분위기에 동남아 여행 온 기분~~ 사람도 너무 북적이지 않아 좋구 음료도 맛있음 ㅎㅎ외관부터 이국적인 느낌이 물씬 드는 카페라 처음부터 눈길을 끌었어요
주차장이 마련 돼 있어 주차 하기도 편했고 바다가 바로 보이는 위치라 커피 한 잔 하면서 바다보며 얘기 하는 게 너무 좋았어요힐링하기 좋은 카페입니다 혼자 여행와서 여러 카페를 들려봤지만 여기는 제주만의 또 다른 느낌의 공간이라 생각들었습니다 디저트도 맛있어요제주 여행때 들렸던 카페중에 가장 기억이 남네요
워낙 구좌 해변이 예쁘기도 하고 카페 인테리어나 위치가 너무 좋았어요^^
정말 강력 추천해요분위기있는 카페를 찾다가 발견했어요! 여기 완전 커피맛집이라 너무 마음에 들었네요~! 빵도 진짜 맛있어서 최고였습니다! 추천드려요!해변가 분위기좋은카페를  검색하다가 찾아갔는데   의외로 커피와 디져트가
너무맛있어서  깜짝놀랐어요^^
전망도좋고 맛도좋고  너무즐거운
시간이었어요. 재방문할의사있어요^^제주도에서만 먹을수 있는 메뉴들이 가득해서 특별한 기분이 들었어요~ 먹는 내내 제주도 다시오면 또 먹으러와야지 생각했네요^^월정리 해변도 너무 이쁜데 커피까지 맛잇어서 너무 좋았어요. 카페 분위기도 제맘에 쏙 드는 곳이엇어요.
커피마시면서 의자에 앉아잇는데 바로 앞 바닷가가 보여서 힐링되는 기분을 한껏 느겻어요.~^^
이번 제주도 여행에 모래비 카페 간건 정말 탁월한 선택인듯 해요!!ㅎㅎㅎ땅콩라떼 너무 고소하니 맛있어요~!!! 제가 가본 제주 카페들 중에서 제일 고소한 라떼 맛집입니다 ㅎㅎ분위기도 좋고 ㅠㅠㅠ너무다 좋았어요 다시가고싶습디다!!말차라떼 제주에서 마신것 중 젤 맛있었어요 크로와상도 결이 살아있는게 또 먹고싶네요~주말에는 자리 꽉 차서 앉을 자리도 없더라구요 역시 맛집인가봐요!카페도 너무 이쁘고 뷰도 좋아요 !!!
폭풍검색하다 알아낸곳인데 너무 좋아요
커피도 맛있고 힐링하다왔네요:)
맛도 분위기도 최고였어용여행중에 분위기 좋은 카페 찾아서 좋았어요ㅠㅠㅠ인스타 폭풍 업뎃함ㅠㅠㅠ뷰도 너무 좋아서 또 가고 싶어요개인적으로 맘에들었어요
뷰,분위기도 좋고 커피맛도 좋고~~
여행하다가 쉬어가는 타임으로 좋네요카페 뷰도 너무예쁘고 카페 인테리어도 너무 예쁩니다ㅠㅠ
친구들끼리 가면 인생샷 건질 만한 곳이였어요 
빵 종류도 정말 많고 크로아상 찐짜 맛있어요 
짱입이다 제주도 놀러가게되면 꼭 다시 들려야겠어요ㅎㅎ카페 인테리어가 너무 마음에 들었는데
주문한 쿠키도 바삭하니 맛있고 땅콩라떼는 고소해서 정말 맛있게 잘 먹었어요ㅎㅎ카페를 좋아해서 전국방방곳곳 카페를 다니는데,  분위기가 너무 좋네요 나중에 가족들이랑도 다시 와봐야겠네요분위기깡패에요 여기 ㅋㅋ  제주여행다녀와서 정리하는데 외관사진이 다 날라갔네여 ㅜ 남친이랑 저랑 둘다 커피를 좋아해서 이번여행 카페를 엄청많이 다녔는데 베스트입니다 ㅋㅋ 
실내두 이쁘지만 바깥에 의자가 있어서 바다직접보면서 커피마시니
진짜 힐링되드라구요 ㅋ 커피두 맛있궁 첨들어보는 커피들두 많았는데 ㅜ 완전 제취향이에요 향도좋구 검색해보니 고급원두던데!!
ㅋㅋㅋ여기는 커피도 맛난데 디저트들두 다 맛있어여 ㅋㅋ
크로와상강추요 &hearts; 저희동네는 왜 이런카페가 없는지 ㅜ
맛있는 데이트 잘하구왔어용ㅎ 담에 제주 또 가게되면 젤먼저들릴게용&hearts;&hearts;라떼랑 스콘 시켜먹었는데 정말 맛있었어요! 완전찰떡궁합!! 뷰보면서 먹으니까 너무 예뻤어요 인스타 감성 찾으시는분 강추에용우선 카페가 너무 예뻐요.뷰가 너무 좋고 그러다 보니 사진을 막찍어도 너무 예쁘게 나옵니다. 카페가 예뻐서 인생샷 건졌네요. 그런데 카페가 뷰만 예쁘면 안되죠 빵도 커피도 너무너무 맛있습니다. 제주도 갈때마다 방문예약입니다!!여기 빵 진짜 맛있고 커피도 다른 카페들보다 더 맛있어요! 여기 제주가면 꼭 가보세여!!빵도 쿠키도 커피도 너무 JMT!!!
특히 드립커피 향이 너무 좋고 맛이 풍부하네요. 
커피 좋아하는 제가 아끼는 카페 중에 하나에요. 아아 한잔 6천원...... 비싸다....카페에서 해변 경치 보기엔 좋으나 가격대가 비쌈. 맛 보통좋아요 바다도 멋있구
1층에 바다보이는 의자가 편하고 좋네요바다가 가까운 카페.    
커피맛과.크로아상.또한 굿테이스트.
모든것이만족할만한 수준.
카페도 본관.별관 나뉘어져서 1층부터 3층루프탑까지
여기저기옮겨다니며 바다도 즐기고 인생샷도남기고^^
추천 !!카페안에서 보이는 바다뷰도 최고!!
테이크아웃해서 바다에서 마시기에도 너어무 최고!!!
커피맛은 더 더 최고~!
여행중 맛있는 커피를 맛보게 되어서 기쁜 여행이었어요!!
다음 여행할또 꼭 또 방문할 카페커피, 빵, 케이크가 다 맛있고 경치가 좋아서 자주 들렀어요
직원분들 모두 친절하시고 너무 좋았습니다~~Amazing coffee, but average tea.친절하시고 경치도 좋고 잠시 쉬어가기 좋았어요. 
아메리카노 6천원커피,경치....월정리카페중 분명 최고의 디자인!? 거기까지 ㅎ시설이 노후되었어요~의지라 테이블 등 등
그래서 그런지 깨끗한 느낌이 없었어요
땅콩우도라떼 청귤차먹었는데  맛이없었어요~

아저씨 서비스 최악....ㅠㅠ 걍 사색의자가서 사진만 찍고 커피집은 가지 마시길......월정리 성지눈꽃빙수모래비카페눈꽃빙수 (식신 핫플레이스)해수욕하고 바다가 보이는 카페 모래비에서
명임도사님부부 와 커피한잔...좋다^^♥논알콜 모히또 9천
눈꽃빙수 1만5천
관광지다보니 가격은 대체적으로 비싸다~
하지만 분위기 좋고 무엇보다 직원분들 넘 친절하심^^2014. 5.22 모래비, 이것은 ""월정리 탱고""의 맛...월정리 예쁜 카페'_' 시원한 모히또와 딸기 스무디 그리고 와플 맛있쪙♥ 가격은 모히또가 9500원 이었던듯ㅎ경치가 좋지..아메 4000원부터~~가격도 어이없게 비싸지 않음카페아이스블루라떼♥️
소다향 가득^^따스한 한라봉차와 파도소리바닷가 경치좋은 카페.
바닷바람이 너무 많이 분다. 사진에 잘 안보이지만 서핑 많이 하네.월정리 이쁜 카페월정리 해수욕장 바로 앞..
경치가 끝내주는 까페~핫플레이스 월정리한번은 와 보고 싶었다^^파도를 보면서 커피한잔을 위한곳해변이 아름답게 펼쳐진 월정리 모래비에서~ㅎㅎ안갔어요 화요일인데 7시까지한대요 ㅠㅠ아이와 함께 갓다가 옆집 음료 들고들어왓다고 쫓겨난 곳..사장님 인심이 없어서 실망햇습니다.자는애기 유모차도 가지고 왓다갓다하느라 힘들엇네요청결최고. 침대고 화장실이고 모두다 all~~ 편백나무깨끗!"
398,모래비커피팩토리,"커피맛과 베이커리굿.
미친바다뷰."
399,모리노코에,"산미높은 한약 느낌Hand Drip Specialty자리배치가 은근 좁은 느낌을 주지만 커피는 맛있어요 !제주도 갈때마다 들리는 곳이에요. 전 커피는 못마시는데 같이 가는분들은 맛있다고 하시더라구요. 빵도 팔기 시작해서 몇개 사서 먹어봤는데 맛있었어요. 유명해져서 자리가 좀 부족한거 빼고는 좋아요.불친절로 유명한 곳~ 저녁에 근처에서 저녁먹고 집에 있는 아이들을 위해 빵을 사려고 지나가다 들렸는데~ 불도 켜져있었고 안에 빵들도 진열 되어있기에 시계안보고 찾아갔는데~ 자동문이 안 열려서 안에보니 카운터안에 계신 여사장님인지? 고개를 절로절로 지으며 알바생에게 눈짓하는 모습이 보임~ 알바생 마감했어요~ 한마디~ 아~ 네~ !!! 시간을 보니 10시23분 아이고 제가 시간을 못 봤네요~ 하지만 아무리 그래도 안에서 하신 행동은 너무 불쾌했습니다. 그래도 동네사람이고 가끔 들려서 차한잔도 하고 불친절하지만 빵이 맛있어서 빵도 사고하는 곳인데~ 제가 무슨 취객이라도 되는 듯이 아님 진상고객이라도 되는 듯이 표현을 하시네요~ 너무 불쾌합니다. 앞으로 갈 일이 없을 듯 합니다. 동네사람 무시하지 마세요~ 단지 &ldquo;죄송합니다. 마감했습니다.&rdquo; 한마디면 되었을텐데~ 제 아내도 인정하네요~ 원래 그런 곳이라고~ 가지말라고! 직원들 태도가 안 좋다고~ 계산하려 기다려도 안 오고 불러도 본체만체~ 손님앞에 두고 자기들끼리 웃으면서 잡담......  영업시간도 11시까지로 되어있군요~ 그럼 확실히 제 모습이 취객으로 보였나보네요~ 비 오는 날 우산 안쓰고 왔다고???맛. 
그리고 친절
또 사장님 잘 생겼어요극강의 말차빙수
아주 찐~ 해서 나는 살짝 머리 아픔불친절로 유명한 곳~ 저녁에 근처에서 저녁먹고 집에 있는 아이들을 위해 빵을 사려고 지나가다 들렸는데~ 불도 켜져있었고 안에 빵들도 진열 되어있기에 시계안보고 찾아갔는데~ 자동문이 안 열려서 안에보니 카운터안에 계신 여사장님인지? 고개를 절로절로 지으며 알바생에게 눈짓하는 모습이 보임~ 알바생 마감했어요~ 한마디~ 아~ 네~ !!! 시간을 보니 10시23분 아이고 제가 시간을 못 봤네요~ 하지만 아무리 그래도 안에서 하신 행동은 너무 불쾌했습니다. 그래도 동네사람이고 가끔 들려서 차한잔도 하고 불친절하지만 빵이 맛있어서 빵도 사고하는 곳인데~ 제가 무슨 취객이라도 되는 듯이 아님 진상고객이라도 되는 듯이 표현을 하시네요~ 너무 불쾌합니다. 앞으로 갈 일이 없을 듯 합니다. 동네사람 무시하지 마세요~ 단지 “죄송합니다. 마감했습니다.” 한마디면 되었을텐데~ 제 아내도 인정하네요~ 원래 그런 곳이라고~ 가지말라고! 직원들 태도가 안 좋다고~ 계산하려 기다려도 안 오고 불러도 본체만체~ 손님앞에 두고 자기들끼리 웃으면서 잡담......  영업시간도 11시까지로 되어있군요~ 그럼 확실히 제 모습이 취객으로 보였나보네요~ 비 오는 날 우산 안쓰고 왔다고???드립괜찮....올만에 찾아간 모리노꼬에
갈때마다 싸비쑤 듬뿍♥

케멕스커피.
기름끼 쫙빼고
새콤하고 고소한 맛만 있는..
나능 늠후 갠춘했던^^

더치와 아메도 굿굿♥

성열이는 베비시터로 들여야 하나..음냥음냥ㅋㅋㅋㅋㅋ"
400,모립,"조용하고 커피향도 너무 좋았어요!! 돌담이라는 핸드드립커피보다 라떼가 더 맛있었어요 조용하고 좋아요 오죽은 핸드드립의 매력을 잘 살렸다는 느낌은 못 받았고, 일행이 시킨 수국은 산미랑 잔향이 아주 좋았어요. 다만 흐린 날에 갔더니 노출 콘크리트 때문인지 안쪽 공간은 지하실 냄새랑 답답함이 느껴졌어요ㅠㅠ 그리고 제일 좋았던건 생각지도 못하게 최우람 작가의 작품을 봐서 소리를 질렀네요:) 좋은 커피 마시며 잘 감상했습니다!잘해놨다."
401,모모제이,"바나나 팬케이크랑 미수치노? 최고 ㅎㅎ 달달하고 맛있구 배부르고 일하시는 분들 서비스가 좋았어요 ㅎㅎ팬케잌과 파니니를 먹었는데 맛있었어요. 그런데 공간 자체에서 편안함을 느끼진 못했어요.팬케이크와 커피 맛은 그럭저럭. 개인 카페인데 저녁 10시까지 하고, 옆에 공영주차장이 넓게 있어 주차가 편리하고, 인테리어가 깔끔하고 한적해서 괜찮아요^^메뉴와 인테리어가 깔끔하지만 천장이 높은 탓인지 말하는 소리가 시끄럽게 울려 조용한 곳을 찾는다면 적합하지 않다. 테이블이 넒어 여럿이 이야기하러 가기엔 좋지만 개인적으론 두번 갈 생각은 들지 않는다. 아보카도 오픈샌드위치와 불고기샌드위치. 아보카도 아래 베이컨이 있었는데 생각보다 아주 잘 어울리는 맛이에요. 불고기도 굉장히 양념이 잘 되어있어 맛있었어요가게가 깔끔하고 맛이 전체적으로 괜찮음. 아보카도 샌드위치를 추천함.예쁘고 맛있어요 ㅎㅎ시그니처메뉴인가?? 모모제이프렌치토스트 맛남...엄청맛있어요!!!!!!!"
402,모아카페,형제섬이 보이는 2층 카페로 전망 좋습니다^^
403,모앙,"디저트 맛집이죠 
근데 의자의 압박으로 오래 있기는 어렵습니다 ㅠㅠ 
신제주에 있었을 때 보다 더 멋져시셨네요.
그러나 여전히 좌석들은 불편해요.커피랑 디저트 다 맛있는데, 너무 네모나게 생긴 가게라
말소리가 울려서 시끄러워요 ㅠㅠ혼자가서 여러가지 못먹어서 아쉬웠어요 ㅠ
바닐라밀푀유는 맛있었어요정확히 8:27 pm .  문닫는 시간을 알고 또 테이크 아웃을 해야만 하는 상황도 알고 들어갔는데 웬걸 인상부터 찌푸르며 설명을 해주시고 또 음료수 준비됬다 하며 짜증나는 말투 ..  글쎄요 ~~ 아무리 디저트가 맛이있고 깔끔한 분위기라 하지만 첫인상은 아니네요 .  좀 더 친절했으면 좋겠습니다 !! 입에서 사르르 녹아 없어진다 에끌레어와 까눌레 최고...♡커피 & 모앙 쇼콜라&에스프레소
사과케익 & 다쿠아즈& 말차쿠키💕다 맛있다.
깔끔한 인테리어에 감성 가득.
자리는 계속 만석. 심지어 웨이팅..
입소문의 결과인듯."
404,모앤힐카페,"별기대 안했는데 맛있어서 깜놀!
씬피자인거는 감안해야 할 부분
사이즈 대와 소의 차이는 문어 양의 차이란다"
405,모우카파,최고의 커피
406,모찌롱,"저는 딸기우유랑 말차다쿠아즈를 시켰는데, 딸기우유에 딸기가 씹히고 적당히 달아서 너무 좋았구요, 다쿠아즈 처음 먹어보는데 폭신폭신 신기하더라구요! 처음엔 쿠키인줄 알았는데! 신선하게 맛있었어요!! 사장님 두분 모두 너무 친절 하셨고요, 공항가는길에 자주 애용할거같아요&gt;_&lt;! 다음에는 보틀우유도 마셔보고싶어요!:) 공항에서 용담쪽으로 가시는 분들은 꼭꼭 들려보셔도 좋을듯해요! 버스정류장 바로 앞이거든요~ 가게소 소소하니 깔끔해요! 추천~!먹어본 다쿠아즈중 하위권 사장님 두분 다 넘 예쁘시고 친절하세용ㅎ 오픈한지 일주일도 안됐는데 단골찍을 예정"
